Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
595329C,309155,160246,0.9,1.6,20.2,62,0.21,500,100,3.02,0.4,1.271,0.359,7.25,17.2,113,155.9,22.2,46.5,22.5,175.1,22.4,1.5,22.5,0.4,5.2,124.8,106.6,33.5,327.9,19,0.9,46.6,5.9,4.7,8,0.9,3.8,0.4,31.5,0.8,11.1,2.8,0.6,0.5,0.25,4.2,1.1,0.25,3.7,7,525,59,110,9.49,0.72,0.25
595330C,299681,150810,0.8,1.7,20.2,62,0.16,500,100,2.98,0.28,0.975,0.324,6.94,16.6,105.9,84.6,30,45.8,25.6,119.5,21.5,1.6,15,0.5,7.8,127.4,111.4,30.4,234.4,15.6,0.9,41.7,7.9,2.5,5.7,0.9,2.9,0.2,24.6,0.5,10.8,2.7,0.4,0.25,0.25,3.3,0.8,0.25,3.9,6,519,61,115,23.71,0.68,0.25
595332C,292462,144247,0.8,1.4,19.3,57,0.23,103,100,2.87,0.29,0.877,0.296,6.62,14.8,94.3,76.4,21.6,38.9,23.8,123.4,21.8,1.4,18.5,0.9,16.8,126.2,103.1,29.2,175.7,15.3,0.9,38.6,6.9,2.3,4.6,0.7,3.5,0.25,30.1,0.3,10.3,2.2,0.2,0.25,0.25,4.6,1.1,0.25,8.2,7,493,52,94,8.13,0.63,0.25
595333C,307614,163266,1,3.1,16.8,60,0.2,500,100,2.44,0.97,1.713,0.309,8.18,22.9,154.7,568.9,28.7,68.1,38.7,112.3,20.3,1.8,37.9,0.6,8.5,92.4,92.3,39.6,398.3,19.6,1.4,37.3,5.7,3.3,9.3,1,5,0.2,18.9,1,10.5,4.2,0.1,0.2,0.25,3.3,0.6,0.2,3.1,3,374,47,89,3.21,0.97,0.99
595335C,291675,151934,1,1.7,19.4,59,0.13,500,100,3.03,0.41,1.007,0.327,6.13,13.1,108.1,77.3,31.1,36.1,27.2,114.4,22.4,1.8,18,0.6,10.5,130.8,102.6,29.1,184.2,16.6,1,35.5,6.2,3.2,4.8,0.5,5.8,0.4,24.6,0.9,10,3.7,0.25,0.2,0.25,7.3,0.7,0.25,4.3,7,473,50,88,3.08,0.79,0.25
595336C,286838,147550,0.7,2.1,20.9,57,0.14,500,100,3.15,0.26,1.111,0.256,7.78,19.5,140.4,133.9,20.7,37.1,28.1,119.3,24.3,1.7,37.9,1.2,22.2,135.9,91.2,30.9,175,17.9,1.5,35.5,5.2,3.9,5.6,1,7.3,0.25,24.6,0.7,10.8,3.4,0.2,0.1,0.25,4.3,0.7,0.25,7.9,7,487,48,85,2.63,0.86,0.25
595338C,288353,143486,1.2,1.2,16.1,57,0.17,500,100,2.98,0.43,0.828,0.165,4.33,12.9,74.2,61.6,14.3,22.4,17.4,94.9,17.7,1.9,18.5,0.9,15.2,142.2,88.2,20.4,151.2,13.3,0.7,22.6,5.5,2.3,3.6,1,4,0.5,31.3,0.7,9.3,3,0.25,0.25,0.25,7.1,0.5,0.25,4,10,358,36,63,2.27,0.94,0.25
595339C,294695,154021,0.9,1.6,19.7,60,0.16,500,100,2.88,0.36,1.175,0.421,7.29,17.7,113.4,92.8,41.7,45.1,27.8,138.6,21.1,1.8,35.1,0.8,9.9,124,106.9,32.6,327,17.6,1,47,8.3,2.9,8.1,1.4,12.1,0.3,28.3,1,11.4,3.6,0.25,0.5,0.1,12.3,0.8,0.25,5.2,6,477,65,120,3.34,0.65,0.25
595340C,292952,152160,0.9,1.4,17.4,59,0.19,500,100,2.75,0.45,1.007,0.271,5.82,14.3,95.4,67.2,19,32.2,22.9,103.9,18.9,1.5,24.2,1,18.4,116.9,101.1,28.8,201,15.6,1.1,36,8.8,2.8,5.6,1.2,6.9,0.4,25.8,0.6,10.7,3.4,0.25,0.3,0.25,6,0.5,0.25,7.6,6,420,50,91,3.15,0.75,0.25
595341C,286908,144180,1.7,1.1,15.5,65,0.13,500,100,2.98,0.46,0.856,0.184,3.88,8.2,61.5,62.1,12,17.1,15.7,84.7,16.8,1.6,16.2,0.4,9.8,147.4,86.6,18.3,136.5,14,0.8,22.2,4.2,2.5,3.2,2.6,4.9,0.7,32.9,0.5,10.1,3.2,0.25,0.4,0.25,9.1,0.4,0.25,2.5,9,337,36,65,3.89,0.63,0.25
595342C,299963,152291,0.9,1.6,19.9,62,0.13,500,100,2.97,0.25,1.018,0.331,6.93,15.9,98.5,88.6,29.9,43.6,23.6,114.4,21.6,1.8,15.5,0.5,6,125.9,112.3,32.4,278.7,16.2,0.7,50.3,6.9,3,7.1,0.9,2.8,0.25,24.1,0.8,11.7,2.8,0.3,0.25,0.25,4.6,0.7,0.25,2.7,5,522,73,140,3.65,0.67,0.25
595343C,291082,146038,0.8,1.5,20.2,56,0.21,500,100,3.04,0.24,0.944,0.297,6.36,16.8,105.9,82.9,23,41.4,23.4,118,23,1.9,18.6,0.9,16.1,133.1,109,32.2,169.9,15.5,1,44.5,6.5,2.3,5.6,0.9,4.1,0.4,28.7,0.5,11.2,2.7,0.4,0.3,0.25,4.3,1,0.25,7,8,527,53,93,4.49,0.97,0.89
595344C,284055,147203,1.7,0.3,10.8,46,0.23,529,67,2.96,0.65,0.238,0.339,2.32,3.2,22.3,14.9,30.9,8.4,8.1,51.1,14,0.8,29.6,2.5,83.4,185,81.4,20.9,110.2,6.1,0.5,20.7,4.5,0.7,3.4,0.7,1.2,1.1,50.7,0.4,8.1,47.9,0.25,0.2,0.25,9.3,0.5,0.25,24.8,13,235,29,49,1.71,0.25,0.25
595345C,303404,130563,0.7,1.4,11.3,65,0.24,500,100,1.94,0.99,0.697,0.345,4.46,10.6,72.8,85.9,22.4,29.6,17.2,79.5,11.2,0.9,19.3,0.6,9.6,69.8,86,24.2,441.1,12,0.8,24.4,3.6,3.1,9.6,0.5,2.2,0.25,19.5,1.1,7.9,2.3,0.25,0.25,0.25,3.2,0.9,0.2,4.3,3,332,28,56,2.16,0.25,0.25
595346C,284711,145876,1.4,1.1,16.6,60,0.14,500,100,3.41,0.36,0.811,0.126,4.18,11.5,65,47,16.3,15.5,16.3,84,17.3,1.6,26.8,0.4,14.7,172.8,78.8,21.8,146.6,14.6,1.1,25,3,0.8,3.9,3.3,2.9,1.1,35.3,0.5,12.7,4.8,0.25,0.1,0.25,8.7,0.25,0.25,3.1,13,363,45,82,1.52,0.25,0.25
595347C,293172,143359,0.8,1.4,18.8,60,0.2,500,100,2.82,0.24,0.907,0.335,6.21,13.5,91.5,79.1,20.2,37.3,19.7,117.2,21,1.6,14.4,0.8,14.4,122.3,98.1,28.8,192.9,16,0.7,46.9,7.6,4.6,5.9,1.1,3.6,0.3,26.4,0.6,10.7,2.4,0.1,0.25,0.25,8.4,1,0.25,7,7,481,66,126,2.75,0.51,0.25
595349C,286365,148665,2.8,0.7,15.7,67,0.11,500,100,3.51,0.62,0.451,0.084,2.32,7.3,35.8,19.8,5.4,7,9.6,64.9,16.9,1.5,13,0.3,7,201.7,101.5,11.3,120,9,0.3,17.1,5.1,0.1,4.3,0.5,2,1.2,32,0.4,9.4,3.1,0.2,0.25,0.25,9.9,0.25,0.25,1.2,13,349,29,53,1.55,0.25,0.25
595351C,315669,161000,0.9,1.2,13.4,67,0.19,500,100,2.06,0.39,0.831,0.427,5.13,11.1,81.6,77,24.2,39.7,26.2,102.6,13.5,1.1,21.1,0.4,7.3,78.7,76.8,24.8,267.5,12.6,0.8,26.7,5.4,2.6,6.9,0.8,2.5,0.7,34.1,0.7,8.1,2.1,0.25,0.3,0.25,3.2,1.5,0.25,4.1,7,353,31,64,3.58,0.54,0.25
595353C,321689,165200,0.7,1.3,12.7,58,0.33,500,100,2.05,0.5,0.859,0.398,5.36,11.5,84.4,95.4,23.5,28.4,15.9,99.2,13.6,1.1,17.1,0.6,9,74.9,75.3,23.3,485.8,12.6,0.7,25.9,4.3,2.8,10.8,0.8,2.2,0.25,24.4,0.5,8,2.5,0.2,0.1,0.25,4.5,1,0.25,5.8,6,354,32,64,3.15,0.25,0.25
595354C,296655,147619,0.7,1.7,19.5,59,0.18,500,100,3,0.33,0.864,0.306,6.68,16.6,100.7,82.4,26.1,39.7,24.6,133.3,22,1.6,23.4,1,17.5,133.4,98.6,29.9,194.3,14.9,0.8,42.3,8.2,2.5,5.7,0.6,4,0.7,34,0.9,10.8,3,0.2,0.3,0.25,7.6,1,0.25,7.4,7,502,57,108,2.85,0.62,0.25
595355C,290077,155540,1,1.4,14.7,60,0.14,500,100,2.37,0.49,1.057,0.158,4.74,10.3,71.3,53.9,13.1,17.2,18,93.4,15.4,1.3,24.5,0.5,19.5,90.7,85.3,23.2,167.5,17,0.8,27.9,6.2,1.6,4.3,1.4,4.9,0.4,22.9,0.2,8,2.6,0.1,0.2,0.25,9.1,0.2,0.25,4.6,7,338,32,54,2.1,0.25,0.25
595356C,289769,143701,0.8,1.7,21.4,60,0.15,500,100,3.15,0.14,1.011,0.368,7.8,15.3,112.7,94.2,23.3,45.7,20.5,146.5,23.7,1.6,19.9,0.8,10.3,140.2,104.6,29.5,181,17.1,0.8,54.5,9.5,2.9,4.8,2.2,4.5,0.1,27.8,0.1,11.7,2.7,0.6,0.3,0.25,17.8,1.4,0.25,7.8,8,546,75,144,2.7,0.52,0.25
595357C,293926,146706,0.6,1.4,18.9,53,0.25,500,100,2.82,0.29,0.844,0.373,6.94,15.5,100.2,82.1,29.1,42.1,25.1,116.5,21.4,1.7,32.8,1,25.5,130.3,96.2,35.2,195.9,15,1,40.6,6.9,3.6,5,0.8,3.8,0.25,34,1,11.2,2.9,0.25,0.25,0.25,3.9,0.8,0.25,13.7,8,470,54,98,3.35,0.64,0.25
595358C,283160,145952,2.9,0.6,14.9,65,0.11,500,100,3.8,0.46,0.373,0.075,2.4,4.8,25.5,19.6,7.9,7.6,7.7,44.4,15.2,1.5,22,0.3,12.4,237.6,78.6,11,94.7,9,0.7,17.2,3.3,0.4,2.7,1.3,1.3,1,36.6,0.7,8.7,3.9,0.1,0.25,0.25,7.8,0.2,0.25,2.3,16,254,27,49,1.71,0.25,0.25
595359C,284971,141575,0.9,1.3,18.1,59,0.22,500,100,2.96,0.33,0.983,0.357,6.01,13.1,97.9,101.9,34.8,44.2,29.4,140.9,20,1.8,18.1,0.6,8.6,129.7,96.2,29.2,201.6,16.7,1.2,40.6,6.5,3,5.2,1.6,4.4,0.6,50.8,0.7,10.3,3.1,0.2,0.5,0.3,6.4,0.9,0.25,5.3,8,432,50,86,3.43,0.7,0.25
595360C,295272,154868,0.8,1.5,19.7,57,0.25,74,100,2.91,0.3,0.965,0.362,6.7,14.5,110.3,79.3,46.6,50.6,30.6,165.3,23.6,1.8,31.8,1.2,17.7,127.6,107.8,30.4,183,15.5,1.3,39.2,5.3,3,4.8,0.5,5.4,0.2,28.5,0.8,9.2,3.2,0.4,1.3,0.25,4,0.6,0.25,5.1,6,479,49,79,29.99,1,0.25
595361C,301581,147326,1.1,3.1,15.5,57,0.26,500,100,2.44,0.95,1.179,0.486,6.71,17.1,100.9,127.6,32.2,61.2,24.7,136.2,17.8,1.3,21.7,0.9,15.7,93.5,97.9,38.2,335.7,15.4,1.3,37,6.9,3.1,8.6,0.2,3.4,0.1,28.1,0.8,9.9,3.4,0.25,0.5,0.25,6.4,1.5,0.25,9.3,5,487,43,82,28.33,0.25,0.25
595362C,292411,158066,0.9,2.2,20.5,60,0.09,500,100,2.98,0.26,1.176,0.274,7.21,14.9,128.4,83.9,23.7,42.2,27.8,125.7,22.7,1.6,24.5,0.3,2.9,122.5,89.3,32.2,184.5,18.8,1.3,37.4,7.2,2.3,4.7,0.8,8.2,0.4,20.3,1,10.4,2.8,0.3,0.25,0.25,4.5,0.1,0.25,1.3,7,474,52,92,3.93,0.96,0.25
595363C,296380,131250,0.7,1.6,15.5,59,0.28,500,100,2.66,0.42,0.917,0.276,6.03,13.4,100.3,84.7,28.7,34.5,27.5,218.6,16.9,1,22.1,0.6,10.8,103.4,75.9,29.9,322.6,14.2,1.2,32.9,5.9,3.8,8.6,0.8,4.1,0.2,42.5,0.6,8.7,3,0.25,0.6,0.25,4.4,1.5,0.25,6.7,4,489,36,71,2.34,0.25,21.98
595364C,303018,139299,0.7,1.6,16.7,58,0.21,500,100,2.41,0.39,0.876,0.479,7.38,14.9,105.6,89.4,50.9,59.3,24.3,165.8,18.3,1.4,38.8,0.9,14.2,99.8,87.6,31.9,250.9,15,1.1,36.8,4.9,3.9,7,0.5,3,0.3,25.5,0.6,8.7,3.3,0.3,0.1,0.25,3.7,1.4,0.25,13,7,470,41,74,5.38,0.61,0.25
595365C,289413,145124,0.7,1.5,19.3,54,0.21,500,100,2.87,0.2,1.017,0.577,7.12,16,106.9,96.1,30.2,43.8,26.7,113.3,22.3,1.6,26,1.1,26.8,126.4,97.3,42,190.8,16,1.4,47.6,8.7,3.7,6,1.8,5.1,0.5,29.6,0.7,10.9,3.6,0.2,0.25,0.25,7.7,0.8,0.25,18.8,10,486,62,110,9.71,1.19,0.25
595367C,297541,145479,0.8,1.7,19.8,56,0.2,500,100,2.75,0.32,1.048,0.573,7.91,20.4,130.4,93.2,33.7,54.5,24,141.3,21.8,1.6,21.2,0.7,10.2,118.3,86.9,27.3,179.9,15.3,1,34.9,5.3,3,5.1,0.6,3.5,0.25,26.6,0.7,9.4,2,0.4,0.25,0.25,4.2,1.2,0.25,6,7,460,41,80,2.93,0.59,0.25
595368C,299305,138648,0.8,1.5,14.3,64,0.24,500,100,2.29,0.58,0.992,0.287,5.44,13.7,92.6,150.2,25,32.8,19.1,100.7,13.9,1.3,21.6,0.8,8.5,86.8,84.4,30,1057,16.2,0.7,34.1,6.2,2.3,26.6,0.5,3.4,0.25,26,1.1,11.2,3,0.25,0.1,0.25,11.3,1,0.3,4.6,4,395,43,83,2.64,0.25,0.25
595369C,285289,145094,0.6,1.9,19.5,54,0.19,500,100,3.07,0.36,1.063,0.307,7.14,15.7,125.4,125.4,30.2,50,32.7,131,22,1.8,36.7,1,12.5,124.1,81.9,31.6,197.4,19.5,1.9,36.7,5,3.5,5.1,1.3,6.8,0.5,34,0.6,9.5,3,0.2,0.25,0.25,4.2,0.3,0.25,4.6,6,457,47,81,2.01,0.9,0.25
595371C,291998,145885,0.8,1.4,18.3,56,0.27,66,100,2.82,0.29,0.815,0.449,6.05,13.1,93.1,78.2,21.1,38,21.6,140.6,20.7,1.3,13.2,1.1,14.1,123.3,100.6,30.3,174.7,14.8,0.5,39.9,5.9,2.4,4.2,0.5,2.9,0.6,32.5,0.4,10,3,0.2,0.2,0.25,5.3,0.9,0.25,7.8,6,489,56,100,342.41,0.58,0.73
595372C,285869,148680,1.9,1,15.5,61,0.16,500,100,2.91,0.68,0.639,0.105,3.01,7.2,48.7,33.3,9.7,12.8,15.8,72.7,16.4,1.2,17,0.4,11.4,140.6,94.4,18.7,163.8,11.4,0.7,24.6,7.3,2.5,4.6,2.5,2.2,0.25,29.6,1.1,16.4,5.2,0.25,0.25,0.25,9.7,0.1,0.25,2.5,12,343,50,89,2.93,0.25,0.25
595373C,299845,142395,0.8,1.7,13.5,64,0.19,500,100,1.99,0.56,0.781,0.232,4.98,12.2,86.8,91,17,28.4,18.2,81.4,14.4,1,18.2,0.8,13.5,80.1,80,22.8,317.5,12.2,0.9,23.3,3.7,2.4,7.6,0.5,1.9,0.2,24.5,0.8,8.3,2.7,0.25,0.25,0.25,3.4,1.1,0.25,8.3,5,371,29,56,3.1,0.25,0.25
595374C,304182,146984,0.9,2.4,16.9,60,0.32,500,100,2.46,0.63,0.887,0.731,8.01,15.5,116.4,102,57.6,62.1,28.9,164.3,19.1,1.8,26.8,0.6,10.1,96.6,94.5,32.3,244.4,14,1.5,33.5,7.9,3.2,7,0.5,2.1,0.25,21.7,0.6,8.4,2.7,0.7,0.2,0.25,4.5,1.6,0.25,5.4,4,682,37,73,0.5,0.25,1.75
595375C,289674,143659,1.1,1.3,16.6,55,0.2,500,100,2.9,0.42,0.816,0.197,5.03,12.1,78.5,65.3,16.2,25,21.3,111.4,19,1.4,22.9,1.2,23.2,140.3,87.4,21.6,161.6,14,0.9,31.4,5.2,3.5,3.6,1.4,3.3,0.6,38.4,0.9,9.6,3.5,0.4,0.3,0.25,11.3,0.3,0.25,7.1,10,388,38,69,3.97,1.39,2.3
595376C,299716,141721,0.6,1.6,13.7,56,0.23,23,100,2.19,0.47,0.764,0.432,5.63,13.7,89.1,88.5,38.1,44.5,21.5,162.8,14.3,1.2,31.8,1.1,17.6,87.1,75.4,26.9,316.9,12,1.1,29.8,6.1,2.4,8.3,0.3,1.8,0.5,34.1,0.9,7.7,2.8,0.3,0.3,0.25,4.9,1.2,0.1,12.6,5,396,34,60,2.77,0.72,1.03
595377C,300862,140683,0.8,1.5,13.3,68,0.19,500,100,2.15,0.43,0.753,0.378,5.28,11.4,80.3,93.3,40.6,51,20.7,154.4,14.5,1.1,28.6,0.5,5.8,80.2,79.5,24.1,450.5,13.1,1.3,28.9,5.6,1.3,10,0.6,2.6,0.25,27.2,0.4,7.4,2.2,0.25,0.4,0.25,5.3,1.3,0.2,3.5,3,407,33,61,5.08,1.33,1.92
595378C,302918,139196,0.5,2.9,17.1,56,0.17,500,100,2.97,3.34,0.879,0.165,7.04,14,128.1,144.7,23.6,53.1,28,96.3,18.7,1.1,23.3,0.3,5.6,117.6,125.4,28.7,713.3,16,0.8,38.7,3.1,3.3,18.1,1.2,2.5,0.25,26,0.7,11,2.7,0.2,0.25,0.25,7.3,0.7,0.25,2.2,6,421,44,82,4.24,1.43,2.08
595380C,298555,154941,0.9,1.4,17.1,57,0.17,500,100,2.75,0.46,1.109,0.3,5.91,14.3,91,73.9,15.8,30,20.6,93.6,18.6,1.9,27.8,0.8,17.4,116.6,102.4,28.6,227.8,16,1.1,36.8,8.7,3.6,6,0.8,4.3,0.6,28.7,0.4,10.6,3.2,0.2,0.25,0.25,3.9,0.6,0.25,8.5,5,412,52,95,0.5,0.6,0.88
595381C,295976,157689,0.9,1.6,20.9,57,0.19,500,100,2.91,0.28,0.998,0.312,7.36,17.2,109.6,91.4,19.4,43.9,28.9,129.3,24,2.1,33.5,1.3,20.6,132.7,116.8,43,184.9,16.8,1.1,45.8,5.2,4.8,5.4,0.4,9.6,0.2,31.3,1.3,10.5,2.5,0.4,0.5,0.25,5.1,0.7,0.25,9.6,7,490,57,79,10.82,1.94,1.82
595382C,302133,142054,0.8,2.3,15.3,62,0.19,500,100,2.22,0.56,0.935,0.249,6.19,14.2,107.8,122.2,27.3,48.8,45.1,89.2,15.8,1.3,27.6,1,10.1,82.7,87.5,29.6,392.2,14.8,1,34,5.2,3.5,8.6,0.6,3,0.4,21.3,0.5,8.2,2.4,0.3,0.1,0.25,4.2,1.8,0.25,4.1,3,443,36,71,4.77,1.48,1.7
595383C,280379,142385,1.4,1.7,17.2,60,0.12,500,100,3.09,0.35,0.918,0.125,5.1,11.3,85.4,60.2,11.6,13.1,14.5,72.7,18.1,1.4,15.9,0.3,12.2,146.9,94.4,19.6,172.2,16.5,0.9,22.3,3.9,2.7,3.3,2.7,2.7,0.9,28.9,0.8,9.7,3.3,0.25,0.1,0.25,5.5,0.5,0.25,3.1,11,390,30,56,4.64,2.43,1.98
595385C,297080,148876,0.8,1.5,17.8,59,0.23,500,100,2.68,0.36,0.873,0.35,6.15,13.5,97.6,75.9,31.5,41,23.9,152.8,20.1,1.6,19.8,1.1,16.9,113.8,101.5,29.7,207,14.4,0.9,40.9,6.8,2.8,5.9,0.2,3,0.25,31.8,0.7,9.8,3,0.1,0.1,0.25,4.2,1,0.25,6.8,7,463,53,91,9.42,1.16,1.38
595386C,292851,152092,0.9,1.7,18.2,62,0.1,500,100,2.74,0.33,1.053,0.247,6.01,11.6,97.2,69.3,23,30.4,18.8,103.7,18.9,1.4,20.5,0.4,7.5,115.1,89.4,23.2,152.6,16.4,0.8,29.9,3.4,1.9,3.5,0.9,3.7,0.3,20.8,0.15,8.5,2.5,0.4,0.3,0.25,4.2,0.5,0.25,2.9,6,451,36,66,4.75,1.07,1.24
595387C,291710,141038,0.7,1.3,17.1,52,0.42,177,100,2.51,0.43,0.958,0.408,6.78,14.2,97.8,75.5,24.7,37.6,27.5,130.5,19.5,1.3,18.5,0.7,18.3,114.2,87.6,23.9,188.1,14.6,1.1,33.8,4.5,3.9,5.3,0.7,3,0.4,43.4,0.9,9.7,2,0.2,0.2,0.25,6.3,1.2,0.25,8.9,7,427,41,83,4.24,1.22,1.54
595389C,301436,150418,0.9,1.1,18.1,55,0.45,143,100,2.71,0.32,0.914,0.838,6.61,15,103.4,81.2,36.6,45.2,27.1,448.8,19.6,1.3,19.1,0.6,8.7,116.6,100,29.3,216.9,14.5,0.9,37.8,6.4,2.6,5.4,1,3.7,0.25,94.9,0.9,10.7,2.7,0.2,0.8,0.25,3.4,1.8,0.25,5.9,14,525,47,89,290.43,1.26,1.4
595390C,320936,164779,0.7,1.5,14.1,63,0.28,500,100,2.29,0.66,0.832,0.234,5.19,13.4,87.3,90.7,20.1,32.3,22.4,82.1,14.6,1,16.9,0.6,14.5,90.7,80.8,26.4,408.3,13.1,1,28.1,2.5,2.5,9.9,0.5,2.1,0.3,23.9,0.9,8.9,2.9,0.1,0.25,0.25,3.8,1.3,0.2,9.7,4,370,33,63,4.34,0.98,1.22
595392C,294273,150116,0.8,1.6,20.1,59,0.13,500,100,3.02,0.23,0.893,0.326,6.76,16.7,99.2,82.6,28.1,40.9,24.7,113.2,22.1,1.2,20.7,0.9,19.5,131.6,107.1,31.5,200,15.4,0.6,40.7,7.5,2.9,5.7,0.5,4.7,0.25,34,0.9,10.8,2.4,0.4,0.4,0.1,10.4,0.5,0.25,7,7,523,54,98,6.98,1.07,1.3
595393C,296406,157560,0.8,1.4,17.3,62,0.24,500,100,2.59,0.41,1.015,0.264,5.6,12,90.5,86.9,17.2,36.4,20.4,124.7,19.1,1.5,19.7,0.6,10.7,110.9,96.3,25,335,16.1,0.6,35.7,9,3.5,8.2,0.2,5.5,0.7,34,0.3,10.4,2.6,0.25,0.1,0.25,10.2,0.4,0.25,4.3,4,394,49,91,580.58,1.46,1.46
595394C,321037,166981,0.7,1.5,14.8,57,0.58,267,100,2.2,0.52,0.846,0.271,5.73,11.3,90.7,84.4,21.9,33.4,24.8,183.6,16.4,1.2,15.8,0.6,21.6,92.7,81.4,27.9,270.4,13.4,0.8,30.3,2.5,4.2,7.5,1,3.5,0.25,34.2,0.9,8.8,2.4,0.1,0.2,0.25,5.2,1.1,0.25,10.2,10,371,36,68,7.28,1.86,1.9
595395C,292295,155242,0.9,1.4,16.1,57,0.19,500,100,2.58,0.52,0.996,0.247,5.26,14.9,88.2,63,14,28.1,20.8,100.6,18.1,0.7,25.7,1.3,28.3,110.2,89.7,28.3,226.6,16.1,0.9,33.2,4.8,0.7,4.2,0.6,5.6,0.4,33.8,0.7,9.6,2.8,0.25,0.1,0.25,5.9,0.5,0.25,7.5,7,375,44,72,3.4,1.01,0.97
595396C,283361,141283,0.9,1.5,18.1,55,0.22,500,100,2.92,0.53,0.888,0.367,6.01,14.2,92.2,73.1,18.4,29.2,30.4,98.6,19.5,1.6,44.4,0.6,12.5,130.9,94.1,25.5,190.6,15,1.2,28.1,3.8,1.8,5.3,1.2,3.9,0.2,35.4,0.6,10.6,3.2,0.25,0.3,0.25,6.6,0.3,0.25,6.9,10,413,41,70,3.26,0.99,1.05
595397C,291718,141158,1,1.3,16.4,53,0.24,60,100,2.81,0.48,0.839,0.272,5.16,14.2,80.4,81.2,19.9,26.9,21.9,121,18.6,1.4,23.3,1.4,38.4,136.7,88.4,25.1,169.6,14.7,1,34.6,6.8,2.2,4.6,1.8,3.7,0.3,36.9,0.4,11.4,3.7,0.1,0.3,0.25,24.2,0.8,0.25,14.6,11,376,46,84,4.42,1.04,1.07
595398C,303696,150898,1,1.4,18.6,61,0.15,500,100,2.67,0.27,1.042,0.425,6.93,14.9,102.3,110.1,26.5,48.3,22.2,134.9,20.5,2.5,18.3,0.4,10.7,110.8,95.5,28.7,275.5,16.2,0.8,39.2,5.2,3.3,6.8,1.6,3,0.2,29.5,0.8,9.8,2.5,0.2,0.25,0.25,4.5,2.4,0.25,4.2,13,481,47,91,4.11,1.03,1.5
595400C,295593,139498,1.3,1.1,14.7,62,0.19,500,100,2.61,0.45,0.972,0.218,4.19,8.4,66.6,63.6,16.4,22.8,15.2,98.9,15.1,1.6,14.1,0.6,11.1,122.1,85.1,21.4,207.8,14.6,0.8,29.1,3.2,2.6,6.4,1.6,4.4,0.2,32,0.7,10.4,3.2,0.1,0.25,0.25,9.6,0.8,0.25,4.2,8,320,47,87,3.39,1.36,0.85
595401C,298409,156399,0.8,1.7,19.4,59,0.16,500,100,2.94,0.3,1.021,0.375,6.75,14.3,105.1,86.6,30.9,41.1,23.8,116.8,21.4,1.8,27.8,0.5,11.2,125.1,104.8,31.5,253.6,15.7,0.9,45.2,7.1,2.3,6.3,0.7,4.4,0.4,26,0.6,11.1,2.9,0.3,0.2,0.25,5.8,0.7,0.25,4.7,5,478,60,111,13.72,1.18,1.05
595402C,295716,142426,0.8,1.4,19.8,54,0.22,500,100,2.76,0.34,0.974,0.664,7.27,16.2,114.5,84,29.7,51.2,26.2,140.2,22.4,2,14.8,0.4,13.4,120.8,98.1,28.9,177.9,14.8,1,37.6,5.5,3.1,5.5,0.7,3,0.3,33,0.5,10.8,3.1,0.5,0.2,0.25,6.8,1.4,0.25,5.3,8,530,47,89,4.14,1.21,1.17
595403C,299290,145887,0.9,2,17,56,0.45,31,100,2.52,0.62,1.229,0.303,7.65,17.6,133.3,95.5,34.5,41.6,30.4,140.1,19.7,1.2,29.6,1,8.1,102.9,96.6,35.8,291.1,16.4,1.5,37.4,3.6,2.9,7.1,1.2,3.3,0.25,25.3,0.8,9.8,3,0.7,0.1,0.25,6.6,1.6,0.25,5.7,4,555,45,89,6.51,0.95,1.07
595404C,300980,148220,0.9,1.6,18.7,58,0.18,500,100,2.77,0.54,1.019,0.67,7.65,14.7,112.6,89.2,33.3,51.4,30.1,126.4,20.9,1.9,26.6,0.5,7.6,116.9,100.5,32.5,263.9,16.4,1,39.7,5.2,2.9,6.1,0.5,3.3,0.6,40.5,0.8,11,2.3,0.3,0.25,0.25,5,1.9,0.25,4,8,510,51,99,2.52,0.63,0.83
595405C,298771,134665,0.8,2.1,15.2,63,0.19,500,100,2.53,0.77,0.856,0.253,6.17,14.6,99.8,111.2,23.3,39.6,21.1,85.6,16.3,1,22.4,0.2,7.1,96.9,85.1,31.5,513.3,15.3,0.9,28,5.7,4,12.9,1,2.8,0.3,28.5,0.5,10.5,2.6,0.25,0.25,0.25,3.5,1.1,0.25,4.2,5,391,36,74,3.62,0.94,0.89
