Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
585866C,265041,321863,1.3,3.4,15.1,58,0.31,4034,100,1.89,1.22,0.891,0.199,7.59,18.8,119.6,181,27.4,83.3,28.4,135,15.3,1.2,14.3,0.5,11.3,69.4,114.8,25.1,371.6,13.1,3.7,31.9,4.7,0.1,9.1,0.1,1.7,0.5,25.9,0.9,8.3,4.9,0.25,0.2,0.25,1.5,1.2,0.3,3.6,3,552,35,68,1.56,0.75,0.82
585867C,265701,318829,1.1,2.3,13.7,58,0.35,120,100,1.64,0.66,0.853,0.177,6.58,14.8,99.2,169,21.6,72,21.1,135.5,13.7,0.25,7.3,0.4,9.7,66.1,90.5,24.3,484.8,14.2,0.7,31.1,1.6,2.7,11,0.2,2.5,0.2,22.2,0.4,9,2.9,0.25,0.4,0.25,1.6,0.8,0.25,4,3,476,33,66,2.28,0.65,0.66
585869C,312192,287157,1,1.9,9.4,66,0.26,67,100,1.67,1.61,0.641,0.084,3.18,6.8,59.3,132.5,10.5,31.9,15.3,61.2,8.7,0.2,6.1,0.5,16.5,59.6,73,17,465.6,10.6,0.5,19.6,3.3,1.6,11.1,0.8,2.2,0.4,21.9,0.4,7,2.2,0.25,0.1,0.25,1.5,1.5,0.1,5.4,2,297,24,45,1.75,0.51,0.49
585870C,262631,329731,0.9,3.3,16.8,51,0.42,290,100,2.77,0.83,1.007,0.656,9.06,18.8,133.1,157.6,45.2,97.8,44.5,254.3,20.1,0.8,10,0.6,25.2,100.6,73.1,37.5,353.6,18,1.2,56.7,4,2.7,7.5,2,2,0.4,77.3,0.7,10.3,2.6,0.25,0.4,0.25,2.5,1,0.25,12.2,3,1036,57,109,2.25,1.3,1.19
585871C,302686,286131,0.7,2.6,12.3,60,0.28,19,100,2.22,2.61,0.735,0.201,4.89,12.4,92.4,128,16.5,52.5,30.7,97.7,12.5,0.4,11.3,0.6,18.8,91.4,67.7,24.9,335.8,12,0.6,28.4,5.1,2,8.2,0.6,2.6,0.2,39.9,0.8,9.1,2.9,0.25,0.4,0.1,2.3,1.9,0.25,7.4,4,552,32,62,2.09,0.82,0.76
585872C,263591,339172,0.5,1,7.1,52,0.39,1611,145,1.13,5.99,0.57,0.09,3.72,9,47,103.5,7.6,26.5,17.2,111.6,6.3,0.2,5,0.9,22.9,38.4,134.9,17.2,753.5,10.3,1.1,23,3.9,2,16.6,0.1,1.5,0.4,17.6,1.2,6,2.8,0.25,0.6,0.25,1.7,0.5,0.25,9,2,277,22,42,1.65,0.25,0.53
585873C,262640,337235,0.5,1.1,5.4,45,0.2,1553,100,0.97,16.83,0.55,0.08,3.53,7.4,41,128.3,5.5,20.9,13.5,52.6,5.2,0.5,3.1,0.7,11.2,35,270.5,16.2,1191.4,8.7,0.7,27.7,2.8,2.5,28.2,0.5,1.7,0.25,13.7,1,5.1,2.8,0.25,0.3,0.25,1.3,0.5,0.1,3.2,1,217,21,42,0.5,0.25,0.4
585874C,256590,338179,0.3,0.8,9.1,58,0.2,310,2,0.95,1.23,0.774,0.179,5.07,8.2,56,232.6,15.2,27.8,12.3,79.4,7.8,0.1,9.1,0.6,10.9,37.7,77.9,18.9,2000,15.1,2.5,32.9,3.7,3.8,90.9,0.3,2.9,0.25,18.6,1.4,6.4,5.2,0.25,0.2,0.25,2.2,0.4,0.1,4,2,224,28,58,1.13,0.25,0.41
585875C,255946,339379,0.3,0.8,9.3,65,0.16,500,100,1.02,0.6,0.69,0.329,6.84,7.8,61.3,137.5,25.9,31.6,10.2,87.3,7.5,0.8,13.5,0.5,16.3,38.4,72.3,16.9,1103.5,13.1,1.6,22.8,1.4,2.1,25.3,0.6,2.6,0.25,24.1,0.7,7.5,3.1,0.25,0.5,0.25,1.9,0.4,0.1,6.9,2,221,23,52,0.5,0.25,0.41
585876C,263664,328383,0.9,2.8,14.3,50,0.6,1315,100,2.1,0.84,0.878,0.421,8.48,15.6,116.6,152.7,47.9,96,41.3,208.9,17,0.5,13.3,0.9,19.3,84.9,76,29.9,282,14.9,1.2,40.8,4.8,1.7,7.1,0.7,1.8,0.3,28.6,0.6,8.9,4.1,0.4,0.6,0.25,3.9,1,0.25,8.6,3,669,43,86,1.83,1.15,1.03
585878C,273250,318738,1.1,3.2,14.8,52,0.36,207,12,1.67,1.29,0.89,0.349,7.63,17.3,129.4,203.4,57.4,129.4,100.2,228.4,16.9,0.7,16.7,1,40,69.4,95.9,27.6,232.9,11.1,1.6,35.8,6,2.3,5.3,0.9,1.4,0.5,44,1.2,7.5,2.6,0.2,0.7,0.25,4.3,1.2,0.25,14.2,2,427,33,65,3.64,1.56,1.88
585879C,269309,321816,1.2,3,13.9,59,0.35,500,100,1.8,0.83,0.826,0.62,7.2,17.5,108.9,207.7,28.4,81.6,26,133.2,13.4,0.7,10.4,0.4,16.8,70.7,100.6,22.4,500.3,12.4,0.9,30,0.7,1.8,11.1,0.5,1.6,0.4,20.9,1.1,8,2.5,0.1,0.2,0.1,1.5,1.3,0.25,8.8,3,528,30,62,3.63,0.67,0.62
585880C,263932,327775,1,3,15.6,51,0.32,1161,100,2.42,0.71,0.913,0.272,7.09,17.9,118.5,148.5,33.2,91.8,49.3,156.9,19.2,0.8,5.7,0.5,14,90.3,68.6,27.9,278,16.5,0.8,35,7.1,3.3,5.6,0.2,2.3,1,24.9,0.7,9.7,2.5,0.2,0.5,0.25,2.1,0.8,0.25,4.2,4,562,37,75,1.83,0.82,0.73
585881C,265230,322841,1,2.3,14,52,0.4,188,100,1.62,1.07,0.903,0.447,7.32,13.7,119.9,164.5,32.6,66.8,27,149.9,15.1,0.6,6.4,0.4,14.9,69.7,98.4,21.9,325.4,13.8,0.8,30.8,4.3,2.9,8,0.4,1.3,0.2,26.5,0.5,8,2,0.2,0.3,0.25,1.8,0.6,0.25,5.8,2,521,31,62,1.6,0.73,0.91
585882C,271194,322806,1.3,3.8,14.5,56,0.37,500,100,2.28,0.79,0.793,0.132,7.65,16.6,118.1,267.1,19.2,90.3,37,104.9,15.1,0.25,26.2,0.3,10.3,77.7,128,21.5,409.3,10.8,1.2,27.3,2.1,0.3,8.5,0.1,1.1,0.25,28.3,0.8,8.1,2.7,0.4,0.25,0.25,1.8,1.8,0.25,4.4,2,488,31,59,12.54,1.03,0.98
585883C,265372,330910,1,2.2,12.4,52,0.57,372,100,1.7,1.04,0.826,0.701,7.63,16,96.6,136.6,42.8,78.9,34.5,176.8,13.7,0.5,12.3,1,17.9,66.5,80,33.1,356.2,14.9,0.9,49.1,6.7,2.3,8.5,0.5,1.9,0.25,41.9,1.1,8,2.3,0.2,0.2,0.25,2.9,1.2,0.25,8.8,4,757,44,87,2.29,0.86,0.83
585884C,267298,341220,0.7,1.1,8.2,57,0.56,790,100,1.23,3.31,0.626,0.216,4.49,9.6,51.6,110.6,8,27.3,18.2,144.7,7.9,0.1,7.5,0.9,19.5,44,107.2,17.9,746.7,10.7,0.9,24,7.3,1.6,17.3,0.5,1.6,0.25,27.2,0.8,6.5,3,0.25,0.2,0.25,1.2,0.7,0.5,10,2,446,24,47,1.52,0.25,0.59
585885C,267361,328713,1,3.4,18.4,53,0.52,149,100,3.2,0.8,1.032,0.348,9.1,20.9,165.4,180.2,37.1,112.7,41.5,140.9,22.6,0.7,10.8,0.4,14.9,117.4,95.8,28.4,216.2,16.1,2.3,40.4,5.5,0.3,6,0.5,2.7,0.4,28.3,0.5,10.3,3.2,0.1,0.25,0.25,2.4,1.1,0.2,9.4,4,697,45,85,2.1,1.22,0.96
585887C,264061,324469,0.8,2.2,13.9,57,0.28,9,100,2.04,0.9,0.938,0.178,6.47,15.4,108.8,189.2,24.4,71.9,26.1,116.6,14.7,0.8,4.3,0.5,14.7,74.2,81,25.3,603.5,16.9,0.9,33.7,4.3,1.5,12.9,0.5,1.2,0.2,17.6,0.5,8.4,3.3,0.25,0.4,0.25,1.6,0.6,0.1,5.4,3,441,36,67,4.04,0.75,0.68
585888C,262788,337168,0.4,1.1,5.9,53,0.19,133,100,1.1,11.69,0.51,0.249,3.79,7.2,39,105.7,7.9,23.4,9.2,60.6,5.5,0.3,5,0.5,9.3,36.5,217,15.5,867.5,9.6,0.9,22.1,3.7,1.7,19.8,0.5,1.1,0.3,13.7,1.1,6,2.4,0.25,0.6,0.25,1.1,0.1,0.1,5.6,2,261,20,39,1.1,0.25,0.42
585889C,303835,283014,0.9,2.6,13.4,61,0.29,118,100,2.07,1.09,0.808,0.371,5.62,12.9,97.8,177.4,19.4,58.7,27.3,95.4,13.3,0.8,14.9,0.8,23.7,86.3,66.9,24.4,406.9,13.1,0.6,29.7,4.3,2.4,9.6,1,2.7,0.2,26,0.8,9.2,2.1,0.25,0.2,0.25,2.1,1.5,0.1,8.4,5,467,35,66,2.37,0.92,0.67
585891C,258424,334260,0.3,0.9,4.6,44,0.29,555,100,0.77,15.14,0.486,0.116,2.77,8.1,38,122.5,6.8,21.8,16.4,61.5,4.2,0.25,2.9,0.7,11.8,28.5,210.1,13.6,1025.9,7.8,1.3,17.2,1.9,2.2,23.9,0.5,1.6,0.25,16.5,1.4,4.1,2.9,0.25,0.5,0.25,1.6,0.1,0.1,4,1,183,17,33,1.1,0.25,0.43
585892C,260001,337074,0.3,0.9,8,58,0.29,295,100,0.97,3.85,0.56,0.485,5.88,8.6,52.9,96.4,20.1,32.8,12.8,108.3,6.8,0.4,12.3,0.7,23.3,38.4,130.2,17.1,638.2,10.7,1.4,23.2,3.5,1.7,14.8,0.1,1,0.25,22.5,0.5,6,2.2,0.25,0.7,0.25,1.5,0.5,0.1,11.8,2,351,23,52,1.48,0.25,0.6
585893C,274274,340803,0.4,2,10.8,43,0.43,5177,12,1.68,4.01,0.656,0.119,7.91,13.8,75.9,97.7,14.2,55.8,29.8,138.5,12.3,0.6,8.6,1.1,25,67,124,20.5,202.1,10.9,1.8,30.3,5.7,0.75,5.4,0.5,1.4,0.2,26.4,1.2,7.3,2.5,0.25,0.5,0.1,1.6,1.2,0.25,8.3,3,395,29,54,5.5,0.85,0.9
585894C,310682,285598,0.2,1.8,6.7,29,0.38,3514,44,1.3,4.05,0.422,0.656,15.43,10.7,64.6,75.1,10.9,41.3,36.4,85.9,7.6,0.25,124.4,2,40.9,54.4,68,17.5,137.1,6.7,2.1,22.4,1.5,0.75,3.4,0.5,0.3,0.1,28.1,1.4,4.4,4.9,0.3,0.7,0.2,0.9,2,0.25,13.7,3,492,21,38,3.09,1.7,1.73
585896C,314193,285492,0.9,2.6,12.4,56,0.25,853,100,2.03,0.97,0.741,0.033,3.91,16.9,86.9,116,12.1,49.9,32.6,104.7,12.8,0.7,4.2,1.7,18.1,87,82.1,28.2,257.6,12,0.5,32.2,5.5,2.2,6.4,0.4,2,0.3,39.9,0.7,8.7,3.4,0.25,0.5,0.4,3,1.1,0.25,6.2,4,350,31,58,2.37,0.7,0.62
585897C,303079,284861,1.1,2.5,12,70,0.22,500,100,2.05,1.23,0.809,0.118,4.56,11.9,84.8,180,13.7,48.4,22.5,77.8,11.4,0.5,11.4,0.4,13.3,77.4,60.7,24.4,598.1,12.9,0.7,32.1,5.4,2.1,13.1,0.6,2.6,0.5,26.6,0.9,9.2,2.4,0.25,0.4,0.25,2.7,1.7,0.2,3.7,3,422,35,69,2.21,0.88,0.71
585899C,270885,339366,0.5,1.6,7.5,44,0.3,1422,100,1.42,13.4,0.583,0.087,4.16,9.5,47.2,76.5,8.7,31.9,19.7,61.4,7.9,0.6,3.5,0.7,15,49.3,191.6,15.5,262.4,10.4,0.8,23.8,3.9,1.7,6.1,0.5,1.4,0.2,13.4,0.5,6.5,2,0.25,0.7,0.25,1,0.7,0.3,4.5,3,305,21,42,1.8,0.83,0.79
585900C,313503,286486,0.9,1.9,9,55,0.35,840,49,1.44,1.42,0.587,0.049,3.61,9.3,59.9,105.6,11.7,39.3,27.2,87.1,9.2,0.5,4.6,2.6,65.9,64.6,79.1,19.3,264.2,9.4,0.4,20.5,1.9,2.1,6.4,0.1,2.1,0.4,25.3,0.15,6.3,3.8,0.25,0.3,0.25,2.4,1.1,0.25,29.8,2,271,23,42,2.32,0.9,0.64
585901C,270401,346615,0.15,0.9,2.9,17,0.025,3772,100,0.48,31.56,0.247,0.084,2.55,1.5,23.2,44.5,4.6,11.6,5.7,26.4,3.5,0.1,0.7,1,16.7,21.2,1075.3,9.4,317.6,3.7,2,16.5,0.7,0.5,7.2,0.5,0.1,0.25,11.4,0.8,1,3.2,0.3,0.25,0.25,3,0.2,0.25,4.3,2,198,11,21,1.05,0.25,0.4
585902C,267222,349254,0.5,1.2,9.2,54,0.27,700,100,1.22,7.61,0.729,0.107,4.66,13.7,72.2,147.2,11,36.4,17.2,82.6,10.5,0.2,6.8,1.2,17.3,58.5,242,18.6,1183.4,12.9,1.3,25.4,4.9,0.9,28.4,0.5,2.6,0.3,21.2,1.7,8.1,3.4,0.25,0.5,0.25,1.8,0.1,0.25,9.6,3,299,27,52,2.07,0.67,0.61
585903C,260419,349463,0.4,1.1,11.3,60,0.29,399,100,1.37,1.94,0.797,0.191,5.24,11,84,115,14.9,34.2,20.6,108.7,11.3,0.5,9.5,0.6,21.2,63.1,142.6,18,588.6,13.4,1.4,20.7,3.1,0.9,12.6,0.7,1.8,0.2,28.6,0.5,7.5,2.9,0.25,0.3,0.1,2.9,0.4,0.25,10.5,4,349,26,50,1.48,0.68,0.63
585905C,313808,278023,1.3,2.4,12.6,70,0.17,4840,461,2.04,0.93,0.732,0.059,4.5,12.7,81.8,123.2,15.7,47.6,20.1,89.2,12.7,0.6,8.9,0.5,31.7,84.2,90.9,22.7,329,12.4,1.1,28.1,4.8,1.9,7.8,0.8,2.6,0.6,24.1,0.9,8.3,3,0.25,0.4,0.2,2.3,1.3,0.3,6.4,4,321,31,58,2.91,0.62,0.56
585906C,229416,315499,0.15,0.7,4.5,49,0.4,2567,36,0.58,2.98,0.262,0.325,3.65,4.7,34.7,34.1,15.5,36.4,23.5,161.7,4.7,0.2,13.5,3.1,36,22.3,56.5,23,110.1,5.1,0.8,14.9,2.4,2.3,2.9,0.2,1,1.2,20.1,0.4,3.5,5,0.25,3.3,0.8,3.3,0.6,0.25,11,3,114,15,24,4.01,0.79,1.13
585907C,263875,350763,0.6,1,10.8,62,0.33,191,100,1.29,1.3,0.696,0.099,4.43,12.7,61.6,96.6,12,33.8,15,90.8,10.6,0.3,7,0.6,21.8,64.6,112.7,19.3,387.9,12.7,1,24.5,4.1,1.8,10.1,0.6,1.7,0.1,20.3,0.6,8.3,2.7,0.1,0.5,0.2,1.1,0.6,0.2,10.2,3,276,25,51,1.94,0.66,0.58
585908C,272625,309804,1.2,3.6,14.7,51,0.33,119,100,2.6,0.7,0.73,1.016,7.43,16.8,103.5,167.3,37.6,111.9,25.7,165.7,16,0.4,12.8,0.7,24,97.4,126.7,25,351.2,11.6,2,37.9,5.8,2.6,7.1,0.5,1.9,0.25,27.3,1.2,9.7,3.3,0.6,0.7,0.25,2.2,1,0.25,10.5,3,835,36,78,1.6,0.82,0.71
585909C,267624,345955,0.5,1.3,10.1,50,0.25,1458,100,1.26,9.52,0.657,0.133,4.92,10.5,69.8,94.1,11.6,34,15.4,88.7,10.6,0.7,8.2,1,10.6,57,305.6,18.5,489.4,12.8,1.9,24.5,0.7,0.75,11.6,1.4,1.8,0.4,21,1.3,6.9,3.3,0.25,0.6,0.25,1.6,0.5,0.25,7,4,302,26,53,1.5,0.52,0.56
585910C,260079,340145,0.3,1,11.2,62,0.21,20,100,1.27,1.58,0.774,0.135,5.69,12.3,71,140.9,14.5,34.6,14.9,99,9.8,0.5,9.8,0.5,18.7,47,80.5,22.3,1419.4,15.7,1.7,32.7,1.7,3,32.6,0.6,2.9,0.2,26.9,1,8.9,4,0.25,0.2,0.25,1.6,0.5,0.2,5.5,3,238,30,61,10.14,0.85,0.68
585913C,259729,339768,0.3,0.9,10.3,68,0.21,275,100,1.32,1.19,0.658,0.21,5.62,9.5,60.8,97.4,15.5,35.2,10.7,83.7,9.1,0.8,10.3,0.3,14.3,46,70.2,18.8,799.9,12.7,1.2,28.4,2.6,1.4,17.9,0.5,1.6,0.4,20.5,1.1,6.8,3,0.25,0.25,0.25,1.5,0.6,0.25,5.2,3,257,25,52,1.28,0.56,0.59
585914C,294502,286534,0.5,2,9.7,53,0.55,356,100,2.07,3.27,0.639,0.301,4.78,11.5,72.9,117.7,15.9,41.7,40.2,180.2,10.1,0.1,12.1,1.9,45,82.6,71.4,21,455,10.2,0.6,26.6,3.4,2.1,11.3,0.5,1.5,0.2,57.9,0.7,8,2.6,0.1,0.8,0.1,2.5,1.7,0.25,21.5,4,632,26,51,1.61,0.53,0.58
585915C,234431,313442,0.1,1,10,41,0.46,3541,32,1.12,1.81,0.543,0.039,7.45,13,76.5,72.8,12.2,56.4,42.6,132.1,11.2,0.25,9.6,3,33.3,74.9,104.6,26.4,133.1,10.6,1.8,33.3,4.5,0.5,3.7,0.5,1.1,0.2,19.1,0.7,7.7,6.2,0.25,1.7,0.25,1.2,0.7,0.25,14,4,265,31,55,1.87,0.87,0.95
585916C,313639,280474,1.2,2.8,13,68,0.27,500,100,1.91,0.95,0.775,0.216,4.99,12.7,87.3,167.5,16,51.2,23.7,90,11.6,1.2,9.2,0.5,14.9,79,73.2,22,468.1,12,0.5,26.8,4.6,1.7,11.6,0.4,1.7,0.7,25.3,0.8,9.1,2.2,0.25,0.4,0.2,2.4,1,0.2,6.3,3,397,31,61,2.12,0.63,0.8
585917C,278389,311608,0.8,2.2,12.2,45,0.86,1038,24,2.03,0.91,0.593,1.465,7.81,17.1,119.3,99.1,69.1,96.5,60,253.8,13.9,1.2,25.1,1.4,32.8,78.1,83.3,28.1,153.1,9.5,2.4,33.1,4.5,1.4,4.3,0.6,1.5,0.8,49.1,1.1,8.3,3.2,0.25,1.3,0.25,4,1.8,0.25,12.8,4,632,33,63,4.42,1.84,1.88
585918C,241100,311388,0.6,2.2,11.9,44,0.47,2121,35,1.69,1.52,0.675,0.278,8.7,15.5,93.7,113.3,38.8,75.8,42.1,212.7,12.8,0.1,6.6,1.1,28.7,67.9,92.1,30.4,171.3,11.3,0.8,37.5,3.9,2.1,4.6,0.5,1.1,0.3,25.4,1.1,7.4,2.9,0.3,2.1,0.25,1.4,1,0.1,7.1,3,605,35,70,2.68,1.11,1.01
585920C,213083,296647,0.1,4.4,7,38,0.24,2069,24,1.95,11.71,0.433,0.201,3.77,8.1,45.1,53.1,9.3,22.5,20.9,360.6,7.6,0.4,17,1.2,29.2,71.4,3782.6,24.9,412.6,6.9,0.6,22.1,1.9,2,11.6,0.5,0.7,0.25,32,0.2,0.35,7.6,0.25,3.5,0.1,1.4,0.4,0.25,9,4,350,22,39,1.4,0.54,0.56
585921C,265627,345709,0.6,1.1,9.8,62,0.4,214,100,1.29,2.04,0.738,0.409,6.48,10.5,67.3,144.6,16.9,35.3,20,121.8,9.7,0.7,11.7,0.6,20.8,51,116.6,21.2,1261.4,13.4,1.4,30.4,5.6,2.7,31.5,0.8,2.4,0.25,26.5,0.9,7.6,3.6,0.25,0.1,0.25,2,1,0.1,11.8,2,423,29,63,1.77,0.55,1.15
585922C,261572,340382,0.3,0.7,9.1,56,0.2,702,100,1.02,4.65,0.72,0.089,5.35,8.6,62.4,124.4,13.9,24.3,11,80.3,8.1,0.2,7.6,0.7,15.4,39.1,83.8,18.6,1114.9,13.7,1.3,25.8,2.4,1.8,26.4,0.5,2,0.2,19.6,1.1,7.6,3.4,0.25,0.1,0.25,1.5,0.4,0.1,5.6,3,347,25,53,1.23,0.25,0.49
585923C,292203,291564,0.5,3.1,15.4,55,0.26,712,100,2.65,3.55,0.793,0.151,6.38,16.4,108.2,109.3,24.5,75.9,38.5,143.2,17.8,0.1,18.8,1.9,11.1,102.3,101.7,27.3,157,12.3,6.3,37.3,6.9,0.9,2.7,0.6,2.3,0.7,27.8,0.8,9.7,4.6,0.25,1,0.2,1.9,1.2,0.25,2.8,7,577,40,72,2.74,1.31,1.17
585924C,275273,309822,1,2.3,12.2,50,0.39,178,100,2.22,0.8,0.642,2.559,7.4,15.2,99.9,130.9,36.3,82.4,33,168.3,13.7,0.5,36,0.9,17.6,78.7,103,22.7,316.9,10.3,2.3,28.6,4.8,0.8,8.3,0.5,1.1,0.2,23.4,0.9,8.1,2.9,0.3,1.3,0.1,1.8,1.9,0.1,10.3,3,902,32,64,3.41,0.94,0.97
585926C,268432,348946,0.5,1.7,12.4,53,0.45,354,100,1.58,3.94,0.737,0.178,6.94,15.2,80.3,105.7,14,46.3,23.1,113.3,13.1,0.5,9.1,0.9,19.9,71.3,192.1,26,337.2,13.1,1,34.1,4.4,1,7.3,0.2,1.5,0.25,22.4,0.8,9.1,3.7,0.25,0.3,0.25,1.1,0.4,0.1,19.8,4,522,34,63,1.56,0.72,0.69
585927C,263849,352019,0.5,1.4,13.1,63,0.24,182,100,1.4,1.55,0.751,0.101,4.58,11.8,80.7,104.1,11.8,43.2,18.5,93.7,13.8,0.2,5.6,1,12.9,66.7,106.2,26.6,360.7,13.9,0.9,36.1,5.7,1.9,8.6,0.8,3.1,0.4,19.2,0.8,8.8,3.7,0.25,0.25,0.25,1.5,0.7,0.25,7.1,4,367,35,59,1.64,0.67,0.55
585928C,291901,291486,0.7,2.2,10.5,53,0.18,884,100,1.93,6.5,0.67,0.077,4.45,12.4,72.2,93.8,12.7,46.6,23.7,76.4,11.5,0.25,16.7,1.1,13.1,68.2,109.9,21.4,207.6,11,3.4,28.9,5.5,1.6,5.1,0.7,2.7,0.6,17.1,0.7,7.4,3.2,0.25,0.2,0.25,1.3,1.1,0.25,2.1,5,362,30,53,2.06,0.89,0.83
585929C,297830,286910,0.5,2.2,11.6,56,0.42,572,100,2.16,4.12,0.684,0.172,4.67,11.4,87.1,112.1,19.2,53.6,36.2,156.5,12.1,0.6,14.1,1.5,11.9,87.8,77.3,23.5,324.8,11.3,1.3,29.3,5.2,1.6,9,1.4,2.3,0.25,64.4,0.8,8.3,2.9,0.1,0.7,0.2,2.1,1.5,0.25,5.2,6,570,30,57,3.18,1.14,0.95
585930C,295340,288029,0.6,2,10,58,0.34,185,100,2.02,4.34,0.635,0.285,4.56,11,77.6,131.3,14.2,42.4,39,148.2,9.8,0.7,13.9,1.3,26.1,78,78.4,22.3,471.2,10,1.2,23.2,1.5,2.7,10.3,0.5,1.9,0.2,56.9,1,7.6,2.6,0.1,0.6,0.25,3.7,1.9,0.25,13.7,4,562,26,51,2.58,1.12,0.97
585931C,276202,309857,1.1,2.4,12.7,51,0.64,804,100,2.04,0.93,0.649,0.738,8.2,15.5,100.7,128.5,52.4,77.2,45.3,178.4,12.9,0.8,72.3,1.4,20.6,76.1,96.4,28.2,296.4,10,1.1,38.5,3.8,1.1,6.2,0.6,2.2,0.6,27.8,0.8,8.3,2.6,0.25,1,0.3,1.5,2.1,0.25,9.5,3,675,34,66,5.78,1.28,1.62
585932C,261688,338201,0.4,0.8,5,46,0.48,1622,100,0.84,11.09,0.604,1.041,8.3,11.3,46.4,173.1,16.3,29.6,19.1,122.1,5.2,0.3,20.7,1.4,20.7,31.5,197.8,17.1,2000,10.3,1.9,26.8,0.3,3.6,51.7,0.5,2.1,0.25,18,2,5.4,2.9,0.25,0.4,0.25,1,0.6,0.2,13.6,2,671,23,45,1.53,0.58,0.63
585933C,244354,312554,1.1,2.2,14.2,52,0.43,268,100,1.8,0.73,0.947,0.679,7.29,15,114,141.6,26.1,62.8,29.7,174.1,16.8,0.6,5.2,0.6,18.9,80,87.2,25.2,347.1,16.5,0.8,36.7,5.2,2.2,8.3,0.5,1.5,0.2,31.1,0.2,8.6,2.6,0.4,0.5,0.2,2.4,0.6,0.2,8.2,3,646,39,73,1.84,0.69,0.68
585934C,310432,277087,0.8,2.1,12.3,57,0.37,270,100,1.9,2.23,0.722,0.351,5.04,11.9,90.2,122.1,15.1,53.5,29,132,12.6,1,9.2,1.1,25,84.3,91.2,25.8,275.5,11.6,0.7,31,3.2,2.1,6.7,0.6,2.3,0.8,37.3,0.8,8.3,2.1,0.1,0.4,0.1,3,0.9,0.25,10.5,4,482,30,57,2.69,0.99,0.78
585936C,241701,316304,0.15,1.3,9.9,32,0.19,3342,44,1.05,2,0.47,0.139,3.74,12.4,70.9,76.5,15.5,47.3,29.2,107.7,13.1,0.4,6.2,1.9,32.2,47.2,76.8,20.5,105.4,8.1,0.9,26.5,3.2,1.2,2.6,0.2,1.6,0.7,51,0.2,6.1,5.2,0.25,0.9,0.3,1.6,0.6,0.25,6.1,4,467,21,39,2.38,0.81,0.71
585937C,259744,342018,0.3,0.8,10.4,64,0.16,6,12,1.17,0.64,0.714,0.123,5.84,6.5,68.7,111,24.6,29.5,10.6,70.6,9,0.9,10.7,0.6,15.8,44.8,58.2,16.4,906.7,13.9,1.4,24.1,3.9,1.9,20.1,0.5,1.8,0.25,29.4,1.1,7.2,3.3,0.25,0.1,0.25,1.8,0.7,0.25,4.7,3,228,23,49,1.23,0.25,0.48
585939C,270763,344868,0.4,2.1,13.4,52,0.25,762,100,2.16,6.11,0.726,0.061,5.86,13.7,86.8,102.3,16.3,55,20.6,75.4,15.2,0.7,9.1,0.4,9.6,89.7,258.8,20.7,275.3,13.9,1.1,27.8,3.9,2.2,7.6,0.7,2.3,0.7,20.5,0.2,8.5,2.8,0.25,0.25,0.2,1.7,0.6,0.2,3.9,5,319,32,62,1.94,0.95,0.8
585940C,313450,278646,1,2,11.2,63,0.32,140,100,1.79,1.82,0.681,0.196,4.54,13,80.6,148.8,14.4,45,24.4,109.2,10.2,0.2,9.1,1,20.7,73.4,85.9,22.1,464.7,11,0.7,26.9,2.8,2.3,10.7,0.4,2,0.3,28.6,0.6,8.1,2.4,0.25,0.3,0.25,2.3,1.3,0.25,7.8,4,405,28,56,2.82,0.89,0.83
585941C,295093,288062,0.5,1.9,8.5,52,0.38,526,100,1.77,6.97,0.616,0.15,4.06,13.2,65.6,133.6,12,37.2,25.2,184.9,8.7,0.4,13,2.2,30.9,63.4,91.8,19.1,585.8,9.9,0.9,26.7,4.1,2.2,12.8,0.5,1.3,0.2,73.2,0.7,6.8,2.5,0.25,1.1,0.25,3.1,1.4,0.2,11.4,4,418,24,44,3.57,0.74,0.64
585942C,290437,293760,0.6,3,13.8,54,0.42,526,100,2.28,1.55,0.781,0.052,5.54,15.8,100.6,126.5,18.1,65.1,36.4,170.4,14.7,0.5,5.4,1.7,17.8,101.9,62,27.3,195.9,12.3,0.8,32,6.6,3,4.2,0.6,1.8,0.5,85.3,0.7,9.6,2.9,0.4,0.7,0.2,2.6,1.4,0.25,5,6,880,31,59,2.21,1.16,0.75
